id,title,birth_date,death_date,bio
33624,Harry Bertoia,1915,1978,
36426,Roman Bronze Works Inc.,,,
2190,Pierre Nolasque Bergeret,1782,1863,
5655,Carlos Cuellar,1943,,
116095,Naeem Mohaiemen,1969,,
74655,Bernard Gillam,1856,1896,
44349,Theodore C. Polos,1901,1976,
46374,Workshop of Jan Baldems Menniken,1589,1613,
33274,Mossi,,,
60616,Edinburgh Weavers,,,
16839,Kate Strother McClanahan,,,
47135,Style of James McNeill Whistler,1834,1903,
11755,Nishiyama Hoen,1804,1867,
32035,Jean Mignon,,,
54719,Willie Doherty,1959,,
42337,Nicolas de Plattemontagne,1631,1706,
9226,"Cornelis Galle, II",1615,1678,
38068,Anonymous,,,
49982,Heinz Hajek-Halke,1898,1983,
4414,Zhang Ruitu,1564,1649,
42767,Daniel Dallman,1942,,
69437,Larry Johnson,1959,,
41848,Adam Pynacker,1622,1673,"Dutch landscape painter, active mainly in Delft and in Amsterdam. He was in Italy for three years (before 1649) and he was one of the outstanding Dutch exponents of Italianate landscapes. His style resembles that of Jan Both and Jan Asselyn, but his mature work often has a distinctive and attractive silvery tonality. "
86083,Nyon Porcelain Factory,,,
42272,Robert Goodnough,1917,,
42788,Don Nice,1932,,
8821,Hubert Andrew Freeth,1912,1986,
98567,J. J. Lankes,1884,1960,
117391,Olga Fröbe-Kapteyn,,,
42622,Jean Desprès,1889,1980,
11240,Jacoba van Heemskerk,1876,1923,
32520,Claire Prussian,1930,,
116979,Robert Nava,,,
98137,Julie Mehretu,1970,,
36563,"Schmidt, Garden and Martin",,,
111615,Will Elder,1921,,
22170,Johann Heinrich Roos,1631,1685,"German painter, part of a family of painters and etchers. He was the most important German animal painter of the 17th century; his realistic views of cattle, goats and sheep in the gentle sunshine of southern landscapes were much copied in Germany and Holland until the early 19th century. Philipp Peter Roos was his son. His family left their home in the Palatinate c. 1637, fleeing the Thirty Years War, and moved to Amsterdam c. 1640. There, Roos trained (1647-51) in history painting with Guilliam Dujardin (1597-after 1647), in landscape with Cornelis de Bie (c. 1621-1664) and in portraiture with Barent Graat (1628-1709). However, the younger Italian-inspired landscape painters Nicolaes Berchem and Karel Dujardin were to prove more influential on Roos's development of the pastoral idyll. He left Amsterdam in 1651-52; in 1653 he was working in Mainz, and from 1654 to 1659 he was employed at the court of Landgrave Ernest of Hesse in Rheinfels, where he painted a portrait of A Prince (1654, Kurpfälzisches Museum, Heidelberg), religious scenes (1655; destroyed) for the castle chapel and the first pastoral idylls. After 1659 Roos painted further portraits in the Palatinate and Mainz, before becoming court painter in 1664 to Charles Ludwig, Elector of the Palatinate, in Heidelberg. Because of unsatisfactory working conditions there he moved to Frankfurt am Main in 1667, where he soon established himself. He died from injuries sustained when his house caught fire. "
58385,Lilly Martin Spencer,1822,1902,
46661,School of Carlo Maratti,1625,1713,
33761,Richard Hicks Bridgens,1785,1846,
36099,Augustus F. Otto,1799,1890,
113278,Katsumi Watanabe,1941,2006,
36133,Joseph Parker,,,
118967,Workshop of Abogunde of Ede,,,
46231,School of Tommaso Finiguerra,1426,1464,
17394,Arthur Millier,1893,1975,
8572,Jan Forsberg,,,
108064,Gillander and Sons Glass Works,,,
53930,Hendrik Van Keppel,1914,,
114047,Eugène Lion,1867,1945,
40536,Giovanni Battista Castello,1499,1569,"Italian illuminator and goldsmith, part of an Italian family of artists, active in Genoa. He was the brother of Bernardo Castello, and the uncle of Valerio Castello, and not to be confused with another Giovanni Battista Castello (c. 1509-1569), also active in Genoa, who is called Il Bergamasco after his native city Bergamo. "
115085,Georgii  Anatol'evich  Zel’ma,1906,1984,
29415,Robert Yucikas,,,
64593,Gordon Powell,1947,,
4678,Takashima Chiharu,1777,1859,
19559,Will Hiroshi Oda,1943,,
3447,Anton Bruehl,1900,1982,
32609,Robert Jones and Company,,,
4382,Alfred Edward Chalon,1780,1860,
104694,Remojadas,,,
97041,Margaret Chaplin,,,
35066,Samuel Ireland,,,
63606,Hélio Oiticica,1937,1980,
117112,Lindsay Hutchens,,,
32259,Jiri Mrazek,1920,,
81195,Charles Louis Lingée,1748,1819,
22609,Albert Pinkham Ryder,1847,1917,
20634,Ferdinand Piloty,1785,1844,
34227,Étienne Delaune,1518,1588,
115986,William Calder,1792,1856,
2256,Etienne Prosper Berne-Bellecour,1838,1910,
44125,E. Gruet Jeune Foundry,,,
57359,Antonio Saura,1930,1998,
35965,Enrico Natali,1933,,
1929,Isaac Beckett,1653,1719,
31475,George Allen Hinds,1922,,
33448,Emil Armin,1889,1971,
46548,Circle of Agostino Masucci,1681,1758,
50473,Mario Botta,1943,,
17402,John W. Mills,,,
41262,George Robert Lewis,1782,1871,
111029,Tina Gillen,1972,,
55671,Benque et Klary,,,
54963,Robert S. Duncanson,1817,1872,
2743,Joseph R. Bobrowicz,1925,,
115969,Decembre Oy,,,
31530,Robert Hudson,1938,,
117954,Anthelme-François Lagrenée,,,
44430,Effim H. Sherman,1885,1964,
73743,Sceaux Pottery and Porcelain Factory,,,
40920,Marco Benefial,1684,1764,"Italian painter and draftsman. He was a nonconformist artzist who reacted against the popular late Baroque style and ennobled contemporary Roman painting with humanity and naturalism. In seeking to renew artists' study of nature and to return to the classical tradition of Annibale Carracci and Raphael, Benefial anticipated Neoclassicism. When one of his paintings was rejected for exhibition at the Pantheon in 1703, Benefial displayed it in a pharmacist's window. In 1720, when he protested Pope Clement XI's decree that only Accademia di San Luca members could teach drawing, the ruling got revoked. Benefial's 1718 papal commission for a Roman church won him the title of Cavaliere. His paintings displayed tangible human figures, complex treatment of space, and warm, luminous colors. Along with frescoes and altarpieces, he painted numerous portraits. Because he partnered with inferior artists who then received credit, his paintings have often been misidentified. When Benefial was finally elected into the Accademia di San Luca at age fifty-seven, he denounced its members' ignorance and mediocrity; he was expelled in 1755. His work then developed an almost crude realism. "
34732,Art Green,1941,,
35820,Carlos Morales,1948,2016,
35089,John Baptist Jackson,1701,1785,
24362,S. Smith,,,
103014,Audrey Niffenegger,1962,,
40473,Louis Carrogis de Carmontelle,1717,1806,"French painter and writer, also known as Louis Carrogis. He is noted for having created portraits and caricatures of the French nobility, courtiers, distinguished guests to noble households, and soldiers. He is also noted for having painted panoramas 'en transparence' for projection in a magic lantern. He was the designer of one of the earliest examples of the French landscape garden, Parc Monceau in Paris. Carmontelle came from a modest background - his father was a bootmaker. He studied drawing and geometry, and at the age of twenty three qualified for the title of engineer, and entered the service of the Duc de Chevreuse and the Duc de Luynes at the Château de Dampierre, where he taught drawing and mathematics to the children. In 1758, he entered the service of the Comte Pons de Saint-Maurice, governor of the Duc de Chartres and commander of regiment of Orléans-dragons as a topographical engineer. In addition to his drawing duties, he wrote farces and tales. After 1763 he entered into the service of Louis Philippe I, Duke of Orléans as a lecteur, responsible for providing theatrical performances for the family. He wrote and directed plays, decorated the scenery and made the costumes. In this way he invented a new genre of play, the 'proverbe dramatique', a scene of light comedy designed to be a point of departure for a theatrical improvisation. He also wrote plays for the famous ballerina, Marie-Madeleine Guimard for performance at the private theater of her residence, Pantin. In addition to his work in the theater, he was a talented artist, who made portraits in pen and watercolour in less than two hours of notable people that he met. The most famous of his drawings is that of the infant Mozart playing the clavier. Although the attribution is in dispute, he is traditionally assumed to be the author of an important body of art criticism, written in response to the Salons held between 1779 and 1789 and published anonymously. "
61284,Luxfer Company,,,
50920,Vili,,,
13441,Allan Kaprow,1927,,
63743,Emily Mary Osborn,1834,1918,
115590,"Thackara, Sons & Co.",,,
42771,John Grazier,1946,,
47089,Circle of François Clouet,1512,1572,
104114,Roy Brooks,,,
18831,Adrian Muntink,,,
49994,Martino di Bartolomeo di Biagio,,,
19723,Bernard van Orley,1487,1541,
9230,Maria Monaci Gallenga,1880,1944,
13284,Kang Tongbi,,,
23632,Fugaku Shuppan Sha,,,
117692,Henry Hewitt Rayner,,,
4052,Abraham Carlile,1764,1837,
37221,Olin Levi Warner,1844,1896,
84417,Unknown illuminator,,,
53530,Dai Jin,1383,1462,
117368,Park McArthur,,,
36060,Allegretto Nuzi,1316,1374,"Italian painter. He came from Fabriano in the Marches. His first signed and dated work is a Maestà from 1345 (Stonyhurst College). He is documented in the painters' confraternity of St Luke in Florence in 1346, where he is described as 'de Senis', indicating a sojourn in Siena where he was strongly influenced by Ambrogio and Pietro Lorenzetti. In Florence, he responded particularly to the work of Bernardo Daddi. No signed or dated works exist from his Florentine period. He had returned to Fabriano in 1348, and in 1354 he seems to have collaborated with Puccio di Simone on an altarpiece for Sant'Antonio Abate fuori Porta Pisana (National Gallery of Art, Washington). A number of signed and dated works survive from his time in Fabriano. He worked on a number of frescoes in Fabriano, notably a St Lawrence cycle in the cathedral, and also on some in Perugia. "
33798,Elizabeth Buehrmann,1886,1965,
99675,Orazio Scarabelli,,,"Italian printmaker, active in Florence. He is known for his prints made after Bernardo Buontalenti's designs for the festivities held in the Palazzo Pitti celebrating the 1589 marriage of Ferdinando I de' Medici and Christine of Lorraine. "
108137,Atelier Bow-Wow,,,
111746,Tibor Hajas,1946,1980,
36430,Giulio Romano,1499,1546,
112869,Wakyosai,,,
33632,Bianchini Férier,,,
116579,Félix Hippolyte Lanoue,,,
114544,Doel Reed,1894,1985,
47820,William Mortensen,1897,1965,
16985,Julia McVicker,1906,1990,
114051,Gérard Audran,,,
46227,School of Martin Schongauer,1445,1491,
25709,Else Thalemann,1901,1984,
34118,Girolamo da Santacroce,,,
36125,Laura van Pappelendam,1883,1974,
57436,Mario Schifano,1934,1998,
108422,"Bonifacio Bembo, workshop of",,,
33777,William Brown,,,
10017,Sidney Gordin,1918,1996,
100012,Mort Walker,1923,,
43475,Bill Richards,1944,,
41448,Johann Carl Loth,1632,1698,
6829,Roberto Donis,1934,,
34548,Frans and Marguerite Wildenhain,,,
53025,Félicie de Fauveau,1799,1886,"French sculptor. She moved to France at the peak of the Restoration, after having spent her childhood in Florence. In Paris, she studied painting and sculpture and cultivated an interest in archeology and ancient symbolism, establishing a studio in Paris from 1826 to 1830 which was frequented by artists such as Paul Delaroche and Ary Scheffer. After her participation at the Paris Salon in 1827, De Fauveau received ample acclaim. One of the statues she presented at the event, Queen Christine of Sweden Refusing to Spare the Life of Her Equerry Monaldeschi, was awarded the gold medal, which the artist received from King Charles X, who looked to De Fauveau to promote the ideals of the Restoration. In Paris, she subsequently received multiple commissions including bronze doors destined for the Louvre, a project that failed to reach fulfilment. A dedicated Legitimist, who supported the return of the Bourbon king to France after the fall of Napoleon, De Fauveau was supported by Marie Caroline, Duchess of Berry. Both women organized failed resistance efforts in the Vandée region. De Fauveau hoped the crown would be captured by Marie Caroline's under-aged son, the Count of Chambord. After two squelched uprisings in the early 1830s and six months in prison, De Fauveau joined her mother in Florence in 1834, where she vowed to remain in voluntary exile until the Count of Chambord was crowned king of France, a hope that never materialized. During her time in Florence, De Fauveau cultivated many friendships with artistic and literary personalities. She was welcomed to the Grand Duchy by neoclassic Florentine sculptor Lorenzo Bartolini, who is thought to have trained her. She established an atelier which became a point of interest for international travelers on the Grand Tour. De Fauveau's works were coveted by the city's Russian ex-pats including Anatole Demidoff; the artist received multiple commissions from the industrialist. The Tsar Nicolas I purchased various works from the artist. De Fauveau was inspired by literary, political and religious themes. She was particularly interested in Monarchism and emulated medieval styles to support this political system in her art work. She was also known for including Christian symbolism in her work. A representative of the troubadour style, De Fauveau's Florentine works include an ornate Neo-Gothic holy water font at the Pitti Palace and the monumental tombs of Sir Charles Lyon Herbert and Lady Harriet Frances Pellew, at the English Cemetery in Piazzale Donatello. "
51018,Tuminello Tuminello,1824,1907,
32536,R. B.,,,
90511,Apache: San Carlos Apache,,,
23327,Franz Schulze,1927,,
40609,Friedrich-Wilhelm Gmelin,1760,1820,
42634,Julian Stanczak,1928,2017,
66691,Jan van der Heyden,1637,1712,"Dutch painter, active in Amsterdam. He painted some landscapes and still-lifes, but is celebrated as one of the greatest of all townscape painters. His views of towns are done with loving attention to detail, but the harmonious colours and sunny light of his elegantly composed pictures prevent the precise way he rendered foliage, bricks, and architectural detail from appearing dull or dry. In spite of the seemingly objective nature of his work, van der Heyden often took liberties with topographical accuracy and he also painted 'capricci'. Painting was only a part of his activity. for he was also involved in civic administration in Amsterdam. The fire hose is said to have been his invention and it is included in his Brandspuiten-boek ('Fire Engine Book'), a volume about fire-fighting equipment, illustrated with his own engravings, that he published in 1690. "
117387,Mary Bidgood,,,
36826,Dennis Subia,1943,,
1315,Muhammed Hussayn B Sultan Hussayn,,,
24548,John P. Soule,1828,1904,
26575,Joyce Wahl Treiman,1922,1991,
14404,Xugu,1824,1896,
42264,Richard Aberle Florsheim,1916,1979,
118422,Unknown ceramist,,,
55958,Charles Ray,1953,,
86095,Vanessa Beecroft,1969,,
35359,David Kwok,1919,,
20788,Pond and Pond,,,
31463,Joel F. Hewes,1869,1952,
99049,Maja Sjöström,1868,1961,
44099,"Lyman, Fenton & Co.",,,
40873,"Jonas Umbach, the elder",1624,1693,
102756,John Samuel Lamorna Birch,1869,1955,
15096,Pete Lekousis,,,
44133,"Plycraft, Inc.",,,
50520,Bernard Boutet de Monvel,1884,1949,
34231,"Gilles Antoine Demarteau, the Younger",1750,1806,
115990,Veuve Perrin Manaufactory,,,
28212,Harrison William Weir,1824,1906,
81183,stanley brouwn,,,
117104,Leonard Freed,1929,2006,
115139,Jaclyn Silverman,1990,,
30788,Vicenzo Cominazzo,,1696,
35070,Jean-Baptiste Isabey,1767,1855,
63610,Oju,1777,1815,
17802,Moses Morse,,,
105990,Carrie Iverson,1972,,
31930,Werner Mantz,1901,1983,
111879,Martina Sauter,1974,,
40520,François Thomas-Louis Francia,1772,1839,
115586,Colleen Keihm,1985,,
29116,John Massey Wright,1763,1866,
61768,Chesapeake Pottery,,,
42008,Gysbert Booncamp,,1750,
21526,Isaac Rehn,1815,1883,
107942,Christian Holstad,1972,,
13457,A. Karst,,,
111896,A. Redfield,,,
35565,George Washington Maher,1864,1926,
40465,Canaletto,1697,1768,"Giovanni Antonio Canal, Venetian painter, the son of Bernardo Canal, a well-known scenery painter at the time. 'Canaletto' - or small canal - as he was soon called, received his training in the studio of his father and his brother, with whom he continued to collaborate for several years. He became the most famous view-painter of the 18th century. He began his career as a theatrical scene painter (his father's profession), but he turned to topography during a visit to Rome in 1719-20, when he was influenced by the work of Giovanni Paolo Pannini. In Rome, in his own words, 'irritated by the immodesty of the playwrights, [he] formally foreswore the theatre,' to devote himself entirely to painting al naturale (from nature). It is not entirely clear what inspired him to this, but it was most likely his acquaintance with the work, and possibly also the person, of Caspar van Wittel. By 1723 he was painting picturesque views of Venice, marked by strong contrasts of light and shade and free handling, this phase of his work culminating in the splendid Stone Mason's Yard (c. 1730, National Gallery, London,). Meanwhile, partly under the influence of Luca Carlevaris, and largely in rivalry with him, Canaletto began to turn out views which were more topographically accurate, set in a higher key and with smoother, more precise handling - characteristics that mark most of his later work. At the same time he began painting the ceremonial and festival subjects which ultimately formed an important part of his work. His patrons were chiefly English collectors, for whom he sometimes produced series of views in uniform size. Conspicuous among them was Joseph Smith, a merchant, appointed British Consul in Venice in 1744. It was perhaps at his instance that Canaletto enlarged his repertory in the 1740s to include subjects from the Venetian mainland and from Rome (probably based on drawings made during his visit as a young man), and by producing numerous capricci. He also gave increased attention to the graphic arts, making a remarkable series of etchings, and many drawings in pen, and pen and wash, as independent works of art and not as preparation for paintings. Meanwhile, in his painting there was an increase in an already well-established tendency to become stylized and mechanical in handling. He often used the camera obscura as an aid to composition. In 1746 he went to England, evidently at the suggestion of Jacopo Amigoni (the War of the Austrian Succession drastically curtailed foreign travel, and Canaletto's tourist trade in Venice had dried up). For a time he was very successful painting views of London and of various country houses. Subsequently, his work became increasingly lifeless and mannered, so much so that rumours were put about, probably by rivals, that he was not in fact the famous Canaletto but an impostor. In 1755 he returned to Venice and continued active for the remainder of his life. Legends of his having amassed a fortune in Venice are disproved by the official inventory of his estate on his death. Before this, Joseph Smith had sold the major part of his paintings to George III, thus bringing into the royal collection an unrivalled group of Canaletto's paintings and drawings. Canaletto was highly influential in Italy and elsewhere. His nephew Bernardo Bellotto took his style to Central Europe and his followers in England included William Marlow and Samuel Scott. "
46948,Style of Raffaellino da Reggio,1540,1578,
117411,Shun Nien Miao,1994,1994,
86353,Ian Wilson,,,
34724,John Graham,1886,1961,
43619,Andrew Joseph Russell,1830,1902,
97811,Bushongo,,,
44426,Mac Raboy,1914,1967,
117942,Mélanie de Comoléra,,,
111195,Giovanni Battista Pace,,,
36349,Albert Renger-Patzsch,1897,1966,
41274,William Powell Frith,1819,1909,
15429,Liu Guosong,1932,,
12616,J. & L. Lobmeyr,,,
44076,Rudolph Drach,1759,,
27558,Robert van Voerst,1596,1636,
33665,Abraham Bloemaert,1566,1651,
32977,University of Illinois at Chicago Design Charette Team D,,,
96187,Ron Arad,1951,,
46765,Circle of Francesco Solimena,1657,1747,
36467,Mark Rothko,1903,1970,
60207,David Weiss,1946,,
33235,Orazio de Santis,1530,1584,
39638,Esther Sparks,,,
12568,Izis,1911,1980,
118863,Frederick Bloemaert,,,"Dutch printmaker and draftsman, part of a family of artists, second son and pupil of Abraham Bloemaert. He learned the art from his father, and was chiefly occupied in engraving after his designs. We have a number of etchings by him as well as prints in chiaroscuro. His principal work was a drawing-book, containing 173 plates, engraved from the designs of his father. He also executed a few plates entirely with the graver. "
68267,Master D R,,,
5244,Robert Cooper,,,
36037,Kenneth Noland,1924,2010,
30049,Bamum,,,
38183,Johann Nicolaus Haberstumpf,1691,1728,
49869,Pierre Marie Beyle,1838,1902,
110100,Alicia Rosauer,1977,,
29268,Randall Yetton,,,
57877,Vincent Shine,1962,,
115752,Norman Parish,1937,2013,
41809,Thomas Arthur Browne,1872,1910,
42726,Camille Roqueplan,1803,1855,
34909,Barbara Hepworth,1903,1975,
42233,Girolamo Macchietti,1535,1592,"Girolamo di Francesco di Mariotto Macchietti (Girolamo del Crocifissaio), Italian Mannerist painter. He trained in Florence with Michele Tosini, whose studio he left c. 1556 to work for six years under Vasari on the redecoration of the Palazzo Vecchio, Florence; there he was apparently employed as a designer of tapestries. This was followed by two years of study in Rome. By 1563 he had returned to Florence, where he became a member of the newly founded Accademia del Disegno. Under the academy's auspices he collaborated in 1564 with his friend Mirabello Cavalori on a grisaille painting of Lorenzo de' Medici Receiving Michelangelo (untraced) for the catafalque of Michelangelo's funeral in S Lorenzo, Florence. For the academy's next major project, the decorations for Duke Francesco I de' Medici's wedding in 1565 to Joanna of Austria (1547-78), Macchietti contributed a monochrome painting of the Establishment of the Monastery of Monte Oliveto Maggiore (untraced) towards a festive ‘Arch of Religion'. He participated in the Vasari-directed decoration of the Studiolo of Francesco I with two canvases, one relating a Jason and Medea (1570) and the other a Baths at Pozzuoli (1572). He also painted an altarpiece on the Martyrdom of Saint Lawrence for Santa Maria Novella. In 1577, he completed a Gloria di San Lorenzo for Empoli Cathedral. He traveled to Rome and spent two years in Spain (1587-1589). No works are recorded from these travels. "
73997,Nicolas Joseph Voyez,1742,1806,
80815,Bauhaus Ceramics Workshop,,,
110045,J.J. Little,,,
19261,Nichiren,1301,1500,
101654,Lotte Frömel-Fochler,1884,,
36871,Peter Takal,1905,1995,
110415,Monogrammist H.H.,,,
18923,Elie Nadelman,1882,1946,
49886,Kanô Tsunenobu,1636,1713,
114905,William Walker,1791,1867,
37299,Ulfert S. Wilke,1907,1988,
47461,Helen Torr,1886,1967,
42399,Kestutis Edward Zapkus,1938,,
97283,Catherine Opie,1961,,
15242,Charles George Lewis,1808,1880,
36522,Robert Salmon,1775,1853,"American painter of English origin. Having trained and painted in England and Scotland, he moved to Boston in 1828, painting in a 'little hut' near the wharves of South Boston. Reportedly an eccentric, he became a successful painter of marine views, adopting a range of different scales, including small wooden panels, larger canvases and theatre backdrops. Moonlight Coastal Scene (1836; St Louis, Art Museum) is typical of his works on panel, and it demonstrates his use of light to silhouette form. There are no extant examples of the panoramic views done as backdrops; his canvases such as Wharves of Boston (1829; Boston, Old State House) and View of Charlestown (1833; Annapolis, US Naval Academy Museum) are full of carefully delineated figures, minute and accurate details of the ships and their rigging, and, most importantly, large expanses of sky dominated by strong light. Salmon's portrayal of light-filled water and sky, increasingly luminous in the late 1830s and early 1840s, has caused him to be considered by some as the father of Luminism. He used a low viewpoint and contrasted a distant shoreline and small-scale figures in the foreground in a manner that prefigured the work of Fitz Hugh Lane and Martin Johnson Heade, both of whom were influenced by Salmon's manipulation of scale, light and subject-matter. It appears that he returned to England before his death. "
33720,Harry Bouras,1931,1993,
87329,Daidō Moriyama,1938,,
52233,John Flanagan,1898,1942,
63997,Ben Patterson,1934,2016,
32832,"Tanglewood Press, Inc.",,,
10040,Gorham and Thurber,,,
46620,Style of Johann von Aachen,1552,1616,
74301,Johann Köpping,,1783,
104905,Margaret McKenna,,,
5301,Charles Henri Joseph Cordier,1827,1905,
52663,Mitch Epstein,1952,,
114006,S. Bell & Son,,,
33370,Francesco Albani,1578,1660,"Albani studied in Bologna with the Mannerist Denijs Calvaert before joining the Carracci Academy where he was an enthusiastic pupil. Like so many other artists from Bologna, he moved to Rome to study classical art which he then applied with zeal to his own work. Albani's classicism can be seen in the altarpieces he painted after returning to Bologna. Among them is The Baptism of Christ now in the Bologna Pinacoteca Nazionale. His love of classical antiquity is still more evident in the cycles he painted on mythological subjects, a genre of painting he practically established. He used mythology in Dance of the Amorini or the allegorical tradition (elements, seasons) as the pretext to paint smiling idylls to which he added nymphs, goddesses, and happy little putti all set against luminous ideal landscapes. In this way he created an appetite for light-hearted, pleasant works which lasted throughout the seventeenth century. It did, however, tend at times to decline into insipidity. His favourite format for this type of composition was the tondo or oval. "
53971,Etienne Barthélemy Garnier,1759,1849,
82081,Shirin Neshat,1957,,
43588,Stephan Axelrad,1943,,
71103,Francesco Panini,1745,1812,
48147,Franz Joseph Leopold,1783,1832,
35477,Pietro Liberi,1614,1687,"Italian painter. He moved to Venice at an early age and studied with Alessandro Varotari (il Padovanino). Travels from 1628 to 1638 took him to Constantinople, Tunis and several European countries. In Rome from 1638 to 1640, he copied the frescoes of Michelangelo and Raphael, studied the works of the Carracci, Pietro da Cortona and Guido Reni, and also came under the prevailing influence of Gianlorenzo Bernini. His earliest known work, the Rape of the Sabines (1641; Siena, Pinacoteca Nazionale), richly reflects this experience of Rome. On his return journey to Venice (c. 1643) he stopped in Bologna and may have seen works by Emilian artists, from Correggio to Reni, in Parma. Liberi was one of the most interesting Venetian artists of the seventeenth century. His nickname was ""Il Libertino,"" because of his gracefully erotic work. His frescoes and major works decorate numerous palaces and churches in Venice (the Doge's Palace, Santa Maria della Salute, etc.), and his oils are in the Hermitage, the British Museum, the Queen's collection in Hampton Court, and the Ringling Museum of Art in Sarasota. "
63217,Thoko Zile,,,
7916,Antoine Etex,1808,1888,"French sculptor, painter, etcher, architect and writer. The son of a decorative sculptor, he entered the Ecole des Beaux-Arts, Paris, in 1824 as a pupil of Charles Dupaty (1771-1825), moving in 1825 to the studio of James Pradier. Ingres also took an interest in his education, and Etex's gratitude towards him and Pradier was later expressed in projects for monuments to them (that to Pradier not executed, that in bronze to Ingres erected Montauban, Promenade des Carmes, 1868-71). He is best known as a sculptor. Among his works are two large groups, Resistance and Peace, on the Arc de Triomphe de l'Étoile, Paris; Géricault's tomb; and the monument to Ingres at Montauban. "
40577,John Flaxman,1755,1826,"English sculptor, draughtsman, and designer, an outstanding figure of the Neoclassical movement. He was the son of a moulder of plaster figures, and after studying at the Royal Academy School (where he met his life-long friend Blake) he worked for the potter Josiah Wedgwood from 1775 to 1787. The designs he produced for Wedgwood not only strengthened his interest in antique art but also developed the innate sensitivity to line that was his greatest gift. At the same time he gradually built up a practice as a sculptor. In 1787 he went to Rome to direct the Wedgwood studio and stayed for seven years. While there he drew his illustrations, much influenced by Greek vase painting, to the Iliad and the Odyssey, engraved and published in Rome in 1793, followed by illustrations to Aeschylus (1795) and Dante (1802). These engravings, which are of exceptional purity of outline, were republished in several editions, and won him international fame. His later illustrations to Hesiod (1817) were engraved by Blake. He returned to England in 1794 with a well-established reputation and immediately became a busy sculptor. His monument to the poet William Collins (Chichester Cathedral, 1795) and the more important one to Lord Mansfield (Westminster Abbey, 1795-1801) were commissioned while he was in Rome. His enormous practice as a maker of monuments included large groups with freestanding figures (Lord Nelson, St Paul's Cathedral, 1809), but his most characteristic work appears in simpler and smaller monuments, sometimes cut in low relief. In these his great gift for linear design was given full play. Flaxman was appointed the first Professor of Sculpture at the Royal Academy in 1810 and his reputation among Neoclassical sculptors was exceeded only by those of Canova and possibly Thorvaldsen. He was one of the first English artists to be famous outside his own country, although his reputation and influence were based principally on engravings after his drawings rather than his sculpture. University College London has a large collection of Flaxman's drawings and models, and examples of his monuments can be seen in churches throughout England. "
117503,Florence Homolka,1911,1962,
19518,Roderic O'Conor,1860,1940,
64182,Lilla Cabot Perry,1848,1933,"Lilla Cabot Perry (née Lilla Cabot), American painter, one of the first American artists to embrace Impressionism during the late 19th century. Better known for her artwork, she also wrote four volumes of poetry. Although she had no formal art training until age 36, Lilla Cabot Perry became a professional painter and a devotee of French Impressionism with a formidable body of work. She developed a solid reputation during her lifetime as a painter, helping to promote Impressionism in the U.S. and Japan. In 1874, she married Thomas Sergeant Perry, a Harvard alumnus scholar and linguist, and added his name. After marrying, Perry and her family traveled widely, living in Paris from 1887 to 1889, where Lilla studied painting. She also trained in Munich and copied old-master paintings in Italy, England, and Spain. It was in 1889, when she was 41 years old, that Perry saw her first Impressionist painting (a work by Claude Monet). Perry sought out the artist and became his close friend. For nine summers the Perrys rented a house at Giverny, near Monet's, and although he never took pupils, he often advised Perry on her art. Between 1898 and 1901, the family resided in Japan. This experience gave Perry a rare opportunity to study the sources of Impressionism notably Japanese fabrics and prints in depth. There, she produced some 80 paintings; she continued to be prolific throughout her life. Perry exhibited her work at the Paris Salon and the World's Columbian Exposition in Chicago in 1893, and won medals for her paintings at important exhibitions in Boston, St. Louis, and San Francisco. She was active in numerous arts organizations and published four well-received volumes of verse. "
16747,Robert Mayer,,,
21434,Harriot A. Raymond,,,
27919,Charles Albert Waltner,1846,1925,
66445,Oliver Herford,1863,1935,
30225,Coalport and Coalbrookdale Porcelain Factory,,,
111984,Cholula,,,
5881,Vincenzo Dandini,1607,1675,"Italian painter, part of a family of painters, brother of Cesare Dandini. He first trained with his brother and then matriculated in the Accademia del Disegno in 1631. He worked in Rome c. 1635-36, studying ancient and modern works and also as a member of Pietro da Cortona's workshop. He then returned to Florence and collaborated over the next two decades with his elder brother. He often worked for the Medici court, particularly for Lorenzo de' Medici, for whom he painted the Adoration of Niobe and Venus, Mercury and Cupid (1637-38; Florence, Uffizi), and later for the Medici tapestry factory (1662-63). Besides working in fresco and making cartoons for tapestries, he produced numerous paintings on literary and religious themes, for example the signed and dated SS Carlo Borromeo and Andrea Zoerandro (1657; Arezzo, Santa Maria in Gradi) and SS Bernardino of Siena and Giovanni Capestrano Adoring the Name of Jesus (1667; Florence, Museo Ognissanti). His drawings are clearly influenced by his brother and by Pietro da Cortona. Those studies and copies from the Dandini studio collection inscribed V.D.v. are probably done by him. As with Cesare, his style became more animated and dramatic in later works. Pupils of Vincenzo included his nephew Pietro Dandini and Anton Domenico Gabbiani. Vincenzo emerges as a significant artistic personality, displaying at times a great truth to nature and sense of humanity. "
41366,Johannes Glauber,1646,1731,
116312,Teresa Gierzyńska,,,
113540,Roc Wagner,,,
64881,Kara Walker,1969,,
114285,Raimer Jochims,1935,,
